Name,Set Name,Number,Type,HP,Stage,Rarity,1st Edition,Shadowless,Unlimited,Rev Holo,Additional
Dratini,Obsidian Flames,157,Dragon,70,Basic,Common,-,-,,,
Dragonair,Obsidian Flames,158,Dragon,100,Stage 1,Uncommon,-,-,,,
Dragonite ex,Obsidian Flames,159,Dragon,330,Stage 2,Double Rare,-,-,,-,
Altaria,Obsidian Flames,160,Dragon,120,Stage 1,Uncommon,-,-,,,
Drampa,Obsidian Flames,161,Dragon,120,Basic,Uncommon,-,-,,,
Pidgey,Obsidian Flames,162,Colorless,60,Basic,Common,-,-,,,
Pidgeotto,Obsidian Flames,163,Colorless,90,Stage 1,Uncommon,-,-,,,
Pidgeot ex,Obsidian Flames,164,Colorless,280,Stage 2,Double Rare,-,-,,-,
Kangaskhan,Obsidian Flames,165,Colorless,130,Basic,Uncommon,-,-,,,
Eevee,Obsidian Flames,166,Colorless,70,Basic,Common,-,-,,,
Zigzagoon,Obsidian Flames,167,Colorless,70,Basic,Common,-,-,,,
Linoone,Obsidian Flames,168,Colorless,110,Stage 1,Uncommon,-,-,,,
Swablu,Obsidian Flames,169,Colorless,50,Basic,Common,-,-,,,
Lillipup,Obsidian Flames,170,Colorless,50,Basic,Common,-,-,,,
Herdier,Obsidian Flames,171,Colorless,90,Stage 1,Common,-,-,,,
Stoutland,Obsidian Flames,172,Colorless,160,Stage 2,Uncommon,-,-,,,
Audino,Obsidian Flames,173,Colorless,100,Basic,Common,-,-,,,
Bouffalant,Obsidian Flames,174,Colorless,120,Basic,Uncommon,-,-,,,
Bunnelby,Obsidian Flames,175,Colorless,70,Basic,Common,-,-,,,
Yungoos,Obsidian Flames,176,Colorless,70,Basic,Common,-,-,,,
Gumshoos,Obsidian Flames,177,Colorless,120,Stage 1,Uncommon,-,-,,,
Skwovet,Obsidian Flames,178,Colorless,60,Basic,Common,-,-,,,
Greedent ex,Obsidian Flames,179,Colorless,260,Stage 1,Double Rare,-,-,,-,
Lechonk,Obsidian Flames,180,Colorless,60,Basic,Common,-,-,,,
Lechonk,Obsidian Flames,181,Colorless,70,Basic,Common,-,-,,,
Lechonk,Obsidian Flames,182,Colorless,70,Basic,Common,-,-,,,
Oinkologne,Obsidian Flames,183,Colorless,120,Stage 1,Uncommon,-,-,,,
Oinkologne,Obsidian Flames,184,Colorless,130,Stage 1,Uncommon,-,-,,,
Flamigo,Obsidian Flames,185,Colorless,120,Basic,Uncommon,-,-,,,
Arven,Obsidian Flames,186,Trainer,,Supporter,Uncommon,-,-,,,
Brassius,Obsidian Flames,187,Trainer,,Supporter,Uncommon,-,-,,,
Geeta,Obsidian Flames,188,Trainer,,Supporter,Rare,-,-,,,
Letter of Encouragement,Obsidian Flames,189,Trainer,,Item,Uncommon,-,-,,,
Ortega,Obsidian Flames,190,Trainer,,Supporter,Uncommon,-,-,,,
Patrol Cap,Obsidian Flames,191,Trainer,,Tool,Uncommon,-,-,,,
Pokémon League Headquarters,Obsidian Flames,192,Trainer,,Stadium,Uncommon,-,-,,,
Poppy,Obsidian Flames,193,Trainer,,Supporter,Uncommon,-,-,,,
Ryme,Obsidian Flames,194,Trainer,,Supporter,Common,-,-,,,
Team Star Grunt,Obsidian Flames,195,Trainer,,Supporter,Uncommon,-,-,,,
Town Store,Obsidian Flames,196,Trainer,,Stadium,Common,-,-,,,
Vengeful Punch,Obsidian Flames,197,Trainer,,Tool,Uncommon,-,-,,,
Gloom,Obsidian Flames,198,Grass,80,Stage 1,Illustration Rare,-,-,,-,
Ninetales,Obsidian Flames,199,Fire,120,Stage 1,Illustration Rare,-,-,,-,
Palafin,Obsidian Flames,200,Water,150,Stage 1,Illustration Rare,-,-,,-,
Bellibolt,Obsidian Flames,201,Lightning,140,Stage 1,Illustration Rare,-,-,,-,
Cleffa,Obsidian Flames,202,Psychic,30,Basic,Illustration Rare,-,-,,-,
Larvitar,Obsidian Flames,203,Fighting,70,Basic,Illustration Rare,-,-,,-,
Houndour,Obsidian Flames,204,Darkness,50,Basic,Illustration Rare,-,-,,-,
Scizor,Obsidian Flames,205,Metal,140,Stage 1,Illustration Rare,-,-,,-,
Varoom,Obsidian Flames,206,Metal,60,Basic,Illustration Rare,-,-,,-,
Pidgey,Obsidian Flames,207,Colorless,60,Basic,Illustration Rare,-,-,,-,
Pidgeotto,Obsidian Flames,208,Colorless,90,Stage 1,Illustration Rare,-,-,,-,
Lechonk,Obsidian Flames,209,Colorless,60,Basic,Illustration Rare,-,-,,-,
Eiscue ex,Obsidian Flames,210,Fire,210,Basic,Ultra Rare,-,-,,-,
Tyranitar ex,Obsidian Flames,211,Lightning,340,Stage 2,Ultra Rare,-,-,,-,
Vespiquen ex,Obsidian Flames,212,Psychic,270,Stage 1,Ultra Rare,-,-,,-,
Glimmora ex,Obsidian Flames,213,Fighting,270,Stage 1,Ultra Rare,-,-,,-,
Absol ex,Obsidian Flames,214,Darkness,210,Basic,Ultra Rare,-,-,,-,
Charizard ex,Obsidian Flames,215,Darkness,330,Stage 2,Ultra Rare,-,-,,-,
Revavroom ex,Obsidian Flames,216,Metal,280,Stage 1,Ultra Rare,-,-,,-,
Pidgeot ex,Obsidian Flames,217,Colorless,280,Stage 2,Ultra Rare,-,-,,-,
Geeta,Obsidian Flames,218,Trainer,,Supporter,Ultra Rare,-,-,,-,
Ortega,Obsidian Flames,219,Trainer,,Supporter,Ultra Rare,-,-,,-,
Poppy,Obsidian Flames,220,Trainer,,Supporter,Ultra Rare,-,-,,-,
Ryme,Obsidian Flames,221,Trainer,,Supporter,Ultra Rare,-,-,,-,
Eiscue ex,Obsidian Flames,222,Fire,210,Basic,Special Illustration Rare,-,-,,-,
Charizard ex,Obsidian Flames,223,Darkness,330,Stage 2,Special Illustration Rare,-,-,,-,
Revavroom ex,Obsidian Flames,224,Metal,280,Stage 1,Special Illustration Rare,-,-,,-,
Pidgeot ex,Obsidian Flames,225,Colorless,280,Stage 2,Special Illustration Rare,-,-,,-,
Geeta,Obsidian Flames,226,Trainer,,Supporter,Special Illustration Rare,-,-,,-,
Poppy,Obsidian Flames,227,Trainer,,Supporter,Special Illustration Rare,-,-,,-,
Charizard ex,Obsidian Flames,228,Darkness,330,Stage 2,Hyper Rare,-,-,,-,
Artazon,Obsidian Flames,229,Trainer,,Stadium,Hyper Rare,-,-,,-,
Basic Fire Energy,Obsidian Flames,230,Energy,,Energy,Hyper Rare,-,-,,-,
Bulbasaur,151,1,Grass,70,Basic,Common,-,-,,,
Ivysaur,151,2,Grass,100,Stage 1,Uncommon,-,-,,,
Venusaur ex,151,3,Grass,340,Stage 2,Double Rare,-,-,,-,
Charmander,151,4,Fire,70,Basic,Common,-,-,,,
Charmeleon,151,5,Fire,100,Stage 1,Uncommon,-,-,,,
Charizard ex,151,6,Fire,330,Stage 2,Double Rare,-,-,,-,
Squirtle,151,7,Water,60,Basic,Common,-,-,,,
Wartortle,151,8,Water,100,Stage 1,Uncommon,-,-,,,
Blastoise ex,151,9,Water,330,Stage 2,Double Rare,-,-,,-,
Caterpie,151,10,Grass,50,Basic,Common,-,-,,,
Metapod,151,11,Grass,90,Stage 1,Common,-,-,,,
Butterfree,151,12,Grass,130,Stage 2,Uncommon,-,-,,,
Weedle,151,13,Grass,50,Basic,Common,-,-,,,
Kakuna,151,14,Grass,80,Stage 1,Common,-,-,,,
Beedrill,151,15,Grass,130,Stage 2,Rare,-,-,,,
Pidgey,151,16,Colorless,50,Basic,Common,-,-,,,
Pidgeotto,151,17,Colorless,80,Stage 1,Common,-,-,,,
Pidgeot,151,18,Colorless,130,Stage 2,Uncommon,-,-,,,
Rattata,151,19,Colorless,40,Basic,Common,-,-,,,
Raticate,151,20,Colorless,70,Stage 1,Uncommon,-,-,,,
Spearow,151,21,Colorless,50,Basic,Common,-,-,,,
Fearow,151,22,Colorless,90,Stage 1,Uncommon,-,-,,,
Ekans,151,23,Darkness,70,Basic,Common,-,-,,,
Arbok ex,151,24,Darkness,270,Stage 1,Double Rare,-,-,,-,
Pikachu,151,25,Lightning,60,Basic,Common,-,-,,,
Raichu,151,26,Lightning,120,Stage 1,Rare,-,-,,,
Sandshrew,151,27,Fighting,60,Basic,Common,-,-,,,
Sandslash,151,28,Fighting,120,Stage 1,Uncommon,-,-,,,
Nidoran♀,151,29,Darkness,60,Basic,Common,-,-,,,
Nidorina,151,30,Darkness,90,Stage 1,Uncommon,-,-,,,
Nidoqueen,151,31,Darkness,170,Stage 2,Uncommon,-,-,,,
Nidoran♂,151,32,Darkness,60,Basic,Common,-,-,,,
Nidorino,151,33,Darkness,90,Stage 1,Uncommon,-,-,,,
Nidoking,151,34,Darkness,170,Stage 2,Rare,-,-,,,
Clefairy,151,35,Psychic,60,Basic,Common,-,-,,,
Clefable,151,36,Psychic,100,Stage 1,Uncommon,-,-,,,
Vulpix,151,37,Fire,70,Basic,Common,-,-,,,
Ninetales ex,151,38,Fire,260,Stage 1,Double Rare,-,-,,-,
Jigglypuff,151,39,Colorless,70,Basic,Common,-,-,,,
Wigglytuff ex,151,40,Colorless,250,Stage 1,Double Rare,-,-,,-,
Zubat,151,41,Darkness,40,Basic,Common,-,-,,,
Golbat,151,42,Darkness,80,Stage 1,Uncommon,-,-,,,
Oddish,151,43,Grass,60,Basic,Common,-,-,,,
Gloom,151,44,Grass,70,Stage 1,Uncommon,-,-,,,
Vileplume,151,45,Grass,140,Stage 2,Rare,-,-,,,
Paras,151,46,Grass,70,Basic,Common,-,-,,,
Parasect,151,47,Grass,120,Stage 1,Uncommon,-,-,,,
Venonat,151,48,Grass,70,Basic,Common,-,-,,,
Venomoth,151,49,Grass,90,Stage 1,Uncommon,-,-,,,
Diglett,151,50,Fighting,50,Basic,Common,-,-,,,
Dugtrio,151,51,Fighting,90,Stage 1,Uncommon,-,-,,,
Meowth,151,52,Colorless,70,Basic,Common,-,-,,,
Persian,151,53,Colorless,110,Stage 1,Uncommon,-,-,,,
Psyduck,151,54,Water,70,Basic,Common,-,-,,,
Golduck,151,55,Water,110,Stage 1,Uncommon,-,-,,,
Mankey,151,56,Fighting,60,Basic,Common,-,-,,,
Primeape,151,57,Fighting,120,Stage 1,Uncommon,-,-,,,
Growlithe,151,58,Fire,80,Basic,Common,-,-,,,
Arcanine,151,59,Fire,150,Stage 1,Uncommon,-,-,,,
Poliwag,151,60,Water,60,Basic,Common,-,-,,,
Poliwhirl,151,61,Water,90,Stage 1,Common,-,-,,,
Poliwrath,151,62,Water,160,Stage 2,Uncommon,-,-,,,
Abra,151,63,Psychic,50,Basic,Common,-,-,,,
Kadabra,151,64,Psychic,80,Stage 1,Uncommon,-,-,,,
Alakazam ex,151,65,Psychic,310,Stage 2,Double Rare,-,-,,-,
Machop,151,66,Fighting,70,Basic,Common,-,-,,,
Machoke,151,67,Fighting,100,Stage 1,Uncommon,-,-,,,
Machamp,151,68,Fighting,180,Stage 2,Rare,-,-,,,
Bellsprout,151,69,Grass,60,Basic,Common,-,-,,,
Weepinbell,151,70,Grass,90,Stage 1,Common,-,-,,,
Victreebel,151,71,Grass,150,Stage 2,Uncommon,-,-,,,
Tentacool,151,72,Water,60,Basic,Common,-,-,,,
Tentacruel,151,73,Water,120,Stage 1,Uncommon,-,-,,,
Geodude,151,74,Fighting,80,Basic,Common,-,-,,,
Graveler,151,75,Fighting,110,Stage 1,Uncommon,-,-,,,
Golem ex,151,76,Fighting,330,Stage 2,Double Rare,-,-,,-,
Ponyta,151,77,Fire,70,Basic,Common,-,-,,,
Rapidash,151,78,Fire,100,Stage 1,Uncommon,-,-,,,
Slowpoke,151,79,Psychic,80,Basic,Common,-,-,,,
Slowbro,151,80,Psychic,130,Stage 1,Uncommon,-,-,,,
Magnemite,151,81,Lightning,60,Basic,Common,-,-,,,
Magneton,151,82,Lightning,90,Stage 1,Uncommon,-,-,,,
Farfetch'd,151,83,Colorless,90,Basic,Common,-,-,,,
Doduo,151,84,Colorless,70,Basic,Common,-,-,,,
Dodrio,151,85,Colorless,100,Stage 1,Rare,-,-,,,
Seel,151,86,Water,80,Basic,Common,-,-,,,
Dewgong,151,87,Water,130,Stage 1,Uncommon,-,-,,,
Grimer,151,88,Darkness,80,Basic,Common,-,-,,,
Muk,151,89,Darkness,150,Stage 1,Uncommon,-,-,,,
Shellder,151,90,Water,70,Basic,Common,-,-,,,
Cloyster,151,91,Water,130,Stage 1,Uncommon,-,-,,,
Gastly,151,92,Psychic,50,Basic,Common,-,-,,,
Haunter,151,93,Psychic,80,Stage 1,Uncommon,-,-,,,
Gengar,151,94,Psychic,130,Stage 2,Rare,-,-,,,
Onix,151,95,Fighting,120,Basic,Uncommon,-,-,,,
Drowzee,151,96,Psychic,80,Basic,Common,-,-,,,
Hypno,151,97,Psychic,110,Stage 1,Uncommon,-,-,,,
Krabby,151,98,Water,70,Basic,Common,-,-,,,
Kingler,151,99,Water,140,Stage 1,Uncommon,-,-,,,
Voltorb,151,100,Lightning,60,Basic,Common,-,-,,,
Electrode,151,101,Lightning,90,Stage 1,Rare,-,-,,,
Exeggcute,151,102,Grass,60,Basic,Common,-,-,,,
Exeggutor,151,103,Grass,140,Stage 1,Uncommon,-,-,,,
Cubone,151,104,Fighting,70,Basic,Common,-,-,,,
Marowak,151,105,Fighting,120,Stage 1,Rare,-,-,,,
Hitmonlee,151,106,Fighting,120,Basic,Uncommon,-,-,,,
Hitmonchan,151,107,Fighting,120,Basic,Uncommon,-,-,,,
Lickitung,151,108,Colorless,100,Basic,Common,-,-,,,
Koffing,151,109,Darkness,60,Basic,Common,-,-,,,
Weezing,151,110,Darkness,110,Stage 1,Rare,-,-,,,
Rhyhorn,151,111,Fighting,100,Basic,Common,-,-,,,
Rhydon,151,112,Fighting,120,Stage 1,Uncommon,-,-,,,
Chansey,151,113,Colorless,110,Basic,Rare,-,-,,,
Tangela,151,114,Grass,80,Basic,Common,-,-,,,
Kangaskhan ex,151,115,Colorless,230,Basic,Double Rare,-,-,,-,
Horsea,151,116,Water,60,Basic,Common,-,-,,,
Seadra,151,117,Water,80,Stage 1,Uncommon,-,-,,,
Goldeen,151,118,Water,70,Basic,Common,-,-,,,
Seaking,151,119,Water,110,Stage 1,Uncommon,-,-,,,
Staryu,151,120,Water,60,Basic,Common,-,-,,,
Starmie,151,121,Water,90,Stage 1,Rare,-,-,,,
Mr. Mime,151,122,Psychic,90,Basic,Rare,-,-,,,
Scyther,151,123,Grass,70,Basic,Uncommon,-,-,,,
Jynx ex,151,124,Water,200,Basic,Double Rare,-,-,,-,
Electabuzz,151,125,Lightning,90,Basic,Common,-,-,,,
Magmar,151,126,Fire,90,Basic,Common,-,-,,,
Pinsir,151,127,Grass,120,Basic,Uncommon,-,-,,,
Tauros,151,128,Colorless,120,Basic,Uncommon,-,-,,,
Magikarp,151,129,Water,30,Basic,Common,-,-,,,
Gyarados,151,130,Water,190,Stage 1,Rare,-,-,,,
Lapras,151,131,Water,110,Basic,Uncommon,-,-,,,
Ditto,151,132,Colorless,60,Basic,Rare,-,-,,,
Eevee,151,133,Colorless,70,Basic,Common,-,-,,,
Vaporeon,151,134,Water,130,Stage 1,Rare,-,-,,,
Jolteon,151,135,Lightning,110,Stage 1,Rare,-,-,,,
Flareon,151,136,Fire,130,Stage 1,Rare,-,-,,,
Porygon,151,137,Colorless,60,Basic,Common,-,-,,,
Omanyte,151,138,Water,100,Stage 1,Uncommon,-,-,,,
Omastar,151,139,Water,150,Stage 2,Rare,-,-,,,
Kabuto,151,140,Fighting,90,Stage 1,Uncommon,-,-,,,
Kabutops,151,141,Fighting,160,Stage 2,Rare,-,-,,,
Aerodactyl,151,142,Colorless,130,Stage 1,Rare,-,-,,,
Snorlax,151,143,Colorless,150,Basic,Uncommon,-,-,,,
Articuno,151,144,Water,120,Basic,Rare,-,-,,,
Zapdos ex,151,145,Lightning,200,Basic,Double Rare,-,-,,-,
Moltres,151,146,Fire,120,Basic,Rare,-,-,,,
Dratini,151,147,Dragon,60,Basic,Common,-,-,,,
Dragonair,151,148,Dragon,100,Stage 1,Uncommon,-,-,,,
Dragonite,151,149,Dragon,180,Stage 2,Rare,-,-,,,
Mewtwo,151,150,Psychic,130,Basic,Rare,-,-,,,
Mew ex,151,151,Psychic,180,Basic,Double Rare,-,-,,-,
Antique Dome Fossil,151,152,Trainer,60,Item,Common,-,-,,,
Antique Helix Fossil,151,153,Trainer,60,Item,Common,-,-,,,
Antique Old Amber,151,154,Trainer,60,Item,Common,-,-,,,
Big Air Balloon,151,155,Trainer,,Tool,Uncommon,-,-,,,
Bill's Transfer,151,156,Trainer,,Supporter,Uncommon,-,-,,,
Cycling Road,151,157,Trainer,,Stadium,Uncommon,-,-,,,
Daisy's Help,151,158,Trainer,,Supporter,Uncommon,-,-,,,
Energy Sticker,151,159,Trainer,,Item,Uncommon,-,-,,,
Erika's Invitation,151,160,Trainer,,Supporter,Uncommon,-,-,,,
Giovanni's Charisma,151,161,Trainer,,Supporter,Uncommon,-,-,,,
Grabber,151,162,Trainer,,Item,Uncommon,-,-,,,
Leftovers,151,163,Trainer,,Tool,Uncommon,-,-,,,
Protective Goggles,151,164,Trainer,,Tool,Uncommon,-,-,,,
Rigid Band,151,165,Trainer,,Tool,Uncommon,-,-,,,
Bulbasaur,151,166,Grass,70,Basic,Illustration Rare,-,-,,-,
Ivysaur,151,167,Grass,100,Stage 1,Illustration Rare,-,-,,-,
Charmander,151,168,Fire,70,Basic,Illustration Rare,-,-,,-,
Charmeleon,151,169,Fire,100,Stage 1,Illustration Rare,-,-,,-,
Squirtle,151,170,Water,60,Basic,Illustration Rare,-,-,,-,
Wartortle,151,171,Water,100,Stage 1,Illustration Rare,-,-,,-,
Caterpie,151,172,Grass,50,Basic,Illustration Rare,-,-,,-,
Pikachu,151,173,Lightning,60,Basic,Illustration Rare,-,-,,-,
Nidoking,151,174,Darkness,170,Stage 2,Illustration Rare,-,-,,-,
Psyduck,151,175,Water,70,Basic,Illustration Rare,-,-,,-,
Poliwhirl,151,176,Water,90,Stage 1,Illustration Rare,-,-,,-,
Machoke,151,177,Fighting,100,Stage 1,Illustration Rare,-,-,,-,
Tangela,151,178,Grass,80,Basic,Illustration Rare,-,-,,-,
Mr. Mime,151,179,Psychic,90,Basic,Illustration Rare,-,-,,-,
Omanyte,151,180,Water,100,Stage 1,Illustration Rare,-,-,,-,
Dragonair,151,181,Dragon,100,Stage 1,Illustration Rare,-,-,,-,
Venusaur ex,151,182,Grass,340,Stage 2,Ultra Rare,-,-,,-,
Charizard ex,151,183,Fire,330,Stage 2,Ultra Rare,-,-,,-,
Blastoise ex,151,184,Water,330,Stage 2,Ultra Rare,-,-,,-,
Arbok ex,151,185,Darkness,270,Stage 1,Ultra Rare,-,-,,-,
Ninetales ex,151,186,Fire,260,Stage 1,Ultra Rare,-,-,,-,
Wigglytuff ex,151,187,Colorless,250,Stage 1,Ultra Rare,-,-,,-,
Alakazam ex,151,188,Psychic,310,Stage 2,Ultra Rare,-,-,,-,
Golem ex,151,189,Fighting,330,Stage 2,Ultra Rare,-,-,,-,
Kangaskhan ex,151,190,Colorless,230,Basic,Ultra Rare,-,-,,-,
Jynx ex,151,191,Water,200,Basic,Ultra Rare,-,-,,-,
Zapdos ex,151,192,Lightning,200,Basic,Ultra Rare,-,-,,-,
Mew ex,151,193,Psychic,180,Basic,Ultra Rare,-,-,,-,
Bill's Transfer,151,194,Trainer,,Supporter,Ultra Rare,-,-,,-,
Daisy's Help,151,195,Trainer,,Supporter,Ultra Rare,-,-,,-,
Erika's Invitation,151,196,Trainer,,Supporter,Ultra Rare,-,-,,-,
Giovanni's Charisma,151,197,Trainer,,Supporter,Ultra Rare,-,-,,-,
Venusaur ex,151,198,Grass,340,Stage 2,Special Illustration Rare,-,-,,-,
Charizard ex,151,199,Fire,330,Stage 2,Special Illustration Rare,-,-,,-,
Blastoise ex,151,200,Water,330,Stage 2,Special Illustration Rare,-,-,,-,
Alakazam ex,151,201,Psychic,310,Stage 2,Special Illustration Rare,-,-,,-,
Zapdos ex,151,202,Lightning,200,Basic,Special Illustration Rare,-,-,,-,
Erika's Invitation,151,203,Trainer,,Supporter,Special Illustration Rare,-,-,,-,
Giovanni's Charisma,151,204,Trainer,,Supporter,Special Illustration Rare,-,-,,-,
Mew ex,151,205,Psychic,180,Basic,Hyper Rare,-,-,,-,
Switch,151,206,Trainer,,Item,Hyper Rare,-,-,,-,
Basic Psychic Energy,151,207,Energy,,Energy,Hyper Rare,-,-,,-,
Surskit,Paradox Rift,1,Grass,50,Basic,Common,-,-,,,
Masquerain,Paradox Rift,2,Grass,100,Stage 1,Uncommon,-,-,,,
Froslass ex,Paradox Rift,3,Grass,250,Stage 1,Double Rare,-,-,,-,
Pansage,Paradox Rift,4,Grass,70,Basic,Common,-,-,,,
Simisage,Paradox Rift,5,Grass,100,Stage 1,Uncommon,-,-,,,
Dwebble,Paradox Rift,6,Grass,60,Basic,Common,-,-,,,
Crustle,Paradox Rift,7,Grass,130,Stage 1,Common,-,-,,,
Bounsweet,Paradox Rift,8,Grass,60,Basic,Common,-,-,,,
Steenee,Paradox Rift,9,Grass,90,Stage 1,Uncommon,-,-,,,
Blipbug,Paradox Rift,10,Grass,50,Basic,Common,-,-,,,
Dottler,Paradox Rift,11,Grass,80,Stage 1,Common,-,-,,,
Orbeetle,Paradox Rift,12,Grass,130,Stage 2,Uncommon,-,-,,,
Nymble,Paradox Rift,13,Grass,40,Basic,Common,-,-,,,
Nymble,Paradox Rift,14,Grass,50,Basic,Common,-,-,,,
Toedscool,Paradox Rift,15,Grass,50,Basic,Common,-,-,,,
Toedscool,Paradox Rift,16,Grass,60,Basic,Common,-,-,,,
Toedscruel,Paradox Rift,17,Grass,120,Stage 1,Uncommon,-,-,,,
Wo-Chien,Paradox Rift,18,Grass,130,Basic,Rare,-,-,,,
Magby,Paradox Rift,19,Fire,30,Basic,Common,-,-,,,
Pansear,Paradox Rift,20,Fire,70,Basic,Common,-,-,,,
Simisear,Paradox Rift,21,Fire,100,Stage 1,Uncommon,-,-,,,
Volcanion,Paradox Rift,22,Fire,130,Basic,Rare,-,-,,,
Fuecoco,Paradox Rift,23,Fire,80,Basic,Common,-,-,,,
Crocalor,Paradox Rift,24,Fire,100,Stage 1,Uncommon,-,-,,,
Charcadet,Paradox Rift,25,Fire,60,Basic,Common,-,-,,,
Charcadet,Paradox Rift,26,Fire,80,Basic,Common,-,-,,,
Armarouge ex,Paradox Rift,27,Fire,260,Stage 1,Double Rare,-,-,,-,
Iron Moth,Paradox Rift,28,Fire,130,Basic,Rare,-,-,,,
Chi-Yu,Paradox Rift,29,Fire,110,Basic,Rare,-,-,,,
Horsea,Paradox Rift,30,Water,60,Basic,Common,-,-,,,
Seadra,Paradox Rift,31,Water,90,Stage 1,Common,-,-,,,
Kingdra,Paradox Rift,32,Water,150,Stage 2,Rare,-,-,,,
Remoraid,Paradox Rift,33,Water,70,Basic,Common,-,-,,,
Octillery,Paradox Rift,34,Water,110,Stage 1,Common,-,-,,,
Feebas,Paradox Rift,35,Water,30,Basic,Common,-,-,,,
Milotic,Paradox Rift,36,Water,120,Stage 1,Rare,-,-,,,
Snorunt,Paradox Rift,37,Water,60,Basic,Common,-,-,,,
Garchomp ex,Paradox Rift,38,Water,320,Stage 2,Double Rare,-,-,,-,
Mantyke,Paradox Rift,39,Water,30,Basic,Common,-,-,,,
Palkia,Paradox Rift,40,Water,130,Basic,Rare,-,-,,,
Panpour,Paradox Rift,41,Water,70,Basic,Common,-,-,,,
Simipour,Paradox Rift,42,Water,100,Stage 1,Uncommon,-,-,,,
Vanillite,Paradox Rift,43,Water,60,Basic,Common,-,-,,,
Vanillish,Paradox Rift,44,Water,90,Stage 1,Common,-,-,,,
Vanilluxe,Paradox Rift,45,Water,150,Stage 2,Uncommon,-,-,,,
Tsareena ex,Paradox Rift,46,Water,310,Stage 1,Double Rare,-,-,,-,
Wimpod,Paradox Rift,47,Water,70,Basic,Common,-,-,,,
Wimpod,Paradox Rift,48,Water,70,Basic,Common,-,-,,,
Golisopod,Paradox Rift,49,Water,140,Stage 1,Rare,-,-,,,
Golisopod ex,Paradox Rift,50,Water,270,Stage 1,Double Rare,-,-,,-,
Wiglett,Paradox Rift,51,Water,50,Basic,Common,-,-,,,
Wiglett,Paradox Rift,52,Water,60,Basic,Common,-,-,,,
Wugtrio,Paradox Rift,53,Water,90,Stage 1,Uncommon,-,-,,,
Veluza,Paradox Rift,54,Water,120,Basic,Uncommon,-,-,,,
Dondozo,Paradox Rift,55,Water,160,Basic,Uncommon,-,-,,,
Iron Bundle,Paradox Rift,56,Water,100,Basic,Uncommon,-,-,,,
Chien-Pao,Paradox Rift,57,Water,120,Basic,Rare,-,-,,,
Mewtwo ex,Paradox Rift,58,Lightning,230,Basic,Double Rare,-,-,,-,
Elekid,Paradox Rift,59,Lightning,30,Basic,Common,-,-,,,
Plusle,Paradox Rift,60,Lightning,70,Basic,Common,-,-,,,
Minun,Paradox Rift,61,Lightning,70,Basic,Common,-,-,,,
Blitzle,Paradox Rift,62,Lightning,60,Basic,Common,-,-,,,
Zebstrika,Paradox Rift,63,Lightning,120,Stage 1,Uncommon,-,-,,,
Joltik,Paradox Rift,64,Lightning,40,Basic,Common,-,-,,,
Galvantula,Paradox Rift,65,Lightning,100,Stage 1,Common,-,-,,,
Zekrom,Paradox Rift,66,Lightning,130,Basic,Rare,-,-,,,
Oricorio,Paradox Rift,67,Lightning,90,Basic,Common,-,-,,,
Tapu Koko ex,Paradox Rift,68,Lightning,210,Basic,Double Rare,-,-,,-,
Toxel,Paradox Rift,69,Lightning,70,Basic,Common,-,-,,,
Iron Hands ex,Paradox Rift,70,Lightning,230,Basic,Double Rare,-,-,,-,
Natu,Paradox Rift,71,Psychic,50,Basic,Common,-,-,,,
Xatu,Paradox Rift,72,Psychic,100,Stage 1,Rare,-,-,,,
Latios,Paradox Rift,73,Psychic,110,Basic,Rare,-,-,,,
Deoxys,Paradox Rift,74,Psychic,120,Basic,Rare,-,-,,,
Yamask,Paradox Rift,75,Psychic,70,Basic,Common,-,-,,,
Cofagrigus ex,Paradox Rift,76,Psychic,260,Stage 1,Double Rare,-,-,,-,
Pumpkaboo,Paradox Rift,77,Psychic,60,Basic,Common,-,-,,,
Gourgeist,Paradox Rift,78,Psychic,110,Stage 1,Uncommon,-,-,,,
Flittle,Paradox Rift,79,Psychic,40,Basic,Common,-,-,,,
Flittle,Paradox Rift,80,Psychic,50,Basic,Common,-,-,,,
Espathra,Paradox Rift,81,Psychic,120,Stage 1,Rare,-,-,,,
Tinkatink,Paradox Rift,82,Psychic,60,Basic,Common,-,-,,,
Tinkatink,Paradox Rift,83,Psychic,70,Basic,Common,-,-,,,
Tinkatuff,Paradox Rift,84,Psychic,130,Stage 1,Common,-,-,,,
Tinkaton,Paradox Rift,85,Psychic,130,Stage 2,Uncommon,-,-,,,
Scream Tail,Paradox Rift,86,Psychic,90,Basic,Uncommon,-,-,,,
Gimmighoul,Paradox Rift,87,Psychic,50,Basic,Common,-,-,,,
Gimmighoul,Paradox Rift,88,Psychic,70,Basic,Common,-,-,,,
Iron Valiant ex,Paradox Rift,89,Psychic,220,Basic,Double Rare,-,-,,-,
Onix,Paradox Rift,90,Fighting,120,Basic,Common,-,-,,,
Gligar,Paradox Rift,91,Fighting,70,Basic,Common,-,-,,,
Gliscor,Paradox Rift,92,Fighting,120,Stage 1,Uncommon,-,-,,,
Groudon,Paradox Rift,93,Fighting,130,Basic,Rare,-,-,,,
Gible,Paradox Rift,94,Fighting,70,Basic,Common,-,-,,,
Gabite,Paradox Rift,95,Fighting,100,Stage 1,Uncommon,-,-,,,
Mienfoo,Paradox Rift,96,Fighting,60,Basic,Common,-,-,,,
