Name,Set Name,Number,Type,HP,Stage,Rarity,Description,Have,Holo
Blend Energy GRPD,Player Rewards Program,117,Energy,,Special Energy,,,,-
Blend Energy WLFM,Player Rewards Program,118,Energy,,Special Energy,,,,-
Eviolite,Player Rewards Program,91,Trainer,,Item,,,,-
Grass Energy,Player Rewards Program,,Energy,,Energy,,,,-
Fire Energy,Player Rewards Program,,Energy,,Energy,,,,-
Water Energy,Player Rewards Program,,Energy,,Energy,,,,-
Lightning Energy,Player Rewards Program,,Energy,,Energy,,,,-
Psychic Energy,Player Rewards Program,,Energy,,Energy,,,,-
Fighting Energy,Player Rewards Program,,Energy,,Energy,,,,-
Darkness Energy,Player Rewards Program,,Energy,,Energy,,,,-
Metal Energy,Player Rewards Program,,Energy,,Energy,,,,-
Frozen City,Player Rewards Program,100,Trainer,,Stadium,,,,-
Plasma Energy,Player Rewards Program,106,Energy,,Special Energy,,,,-
Hypnotoxic Laser,Player Rewards Program,123,Trainer,,Item,,,,-
Colress,Player Rewards Program,118,Trainer,,Supporter,,,,-
Call Energy,Player Rewards Program,92,Energy,,Special Energy,,,,-
Super Scoop Up,Player Rewards Program,83,Trainer,,Trainer,,,,-
Chesnaught,Blister Pack Exclusives,14,Grass,160,Stage 2,,Cosmos Holofoil,,-
Delphox,Blister Pack Exclusives,26,Fire,140,Stage 2,,Cosmos Holofoil,,-
Greninja,Blister Pack Exclusives,41,Water,130,Stage 2,,Cosmos Holofoil,,-
Lopunny,Blister Pack Exclusives,9,Colorless,80,Stage 1,,Cosmos Holofoil,,-
Happiny,Blister Pack Exclusives,14,Colorless,60,Basic,,Cosmos Holofoil,,-
Articuno,Blister Pack Exclusives,27,Water,120,Basic,,Cosmos Holofoil,,-
Zapdos,Blister Pack Exclusives,41,Lightning,120,Basic,,Cosmos Holofoil,,-
Terrakion,Blister Pack Exclusives,73,Fighting,130,Basic,,Cosmos Holofoil,,-
Cobalion,Blister Pack Exclusives,84,Metal,120,Basic,,Cosmos Holofoil,,-
Virizion,Blister Pack Exclusives,13,Grass,110,Basic,,Cosmos Holofoil,,-
Meowth,Blister Pack Exclusives,80,Colorless,70,Basic,,Mirror Reverse Holofoil,,-
Scraggy,Blister Pack Exclusives,67,Darkness,60,Basic,,Mirror Reverse Holofoil,,-
Raichu,Blister Pack Exclusives,40,Lightning,90,Stage 1,,Cosmos Holofoil,,-
Beheeyem,Blister Pack Exclusives,62,Psychic,80,Stage 1,,Cosmos Holofoil,,-
Hawlucha,Blister Pack Exclusives,63,Fighting,70,Basic,,Cosmos Holofoil,,-
Chandelure,Blister Pack Exclusives,43,Psychic,130,Stage 2,,Cosmos Holofoil,,-
Eelektross,Blister Pack Exclusives,65,Lightning,140,Stage 2,,Cosmos Holofoil,,-
Noivern,Blister Pack Exclusives,77,Dragon,100,Stage 1,,Cosmos Holofoil,,-
Hydreigon,Blister Pack Exclusives,74,Dragon,140,Stage 2,,Cosmos Holofoil,,-
Flygon,Blister Pack Exclusives,110,Dragon,140,Stage 2,,Cosmos Holofoil,,-
Lucario,Blister Pack Exclusives,64,Fighting,100,Stage 1,,Cosmos Holofoil,,-
Persian,Blister Pack Exclusives,81,Colorless,90,Stage 1,,Cosmos Holofoil,,-
Sandile,Blister Pack Exclusives,63,Fighting,70,Basic,,Cracked Ice Holofoil,,-
Krokorok,Blister Pack Exclusives,64,Fighting,90,Stage 1,,Cracked Ice Holofoil,,-
Krookodile,Blister Pack Exclusives,65,Fighting,140,Stage 2,,Cracked Ice Holofoil,,-
Excadrill,Blister Pack Exclusives,56,Water,110,Stage 1,,Cracked Ice Holofoil,,-
Shinx,Blister Pack Exclusives,43,Lightning,60,Basic,,Cracked Ice Holofoil,,-
Luxray,Blister Pack Exclusives,46,Lightning,140,Stage 2,,Cracked Ice Holofoil,,-
Bidoof,Blister Pack Exclusives,70,Colorless,50,Basic,,Mirror Reverse Holofoil,,-
Buizel,Blister Pack Exclusives,72,Water,60,Basic,,Mirror Reverse Holofoil,,-
Combee,Blister Pack Exclusives,79,Grass,50,Basic,,Mirror Reverse Holofoil,,-
Shinx,Blister Pack Exclusives,98,Lightning,60,Basic,,Mirror Reverse Holofoil,,-
Luxray,Blister Pack Exclusives,3,Lightning,120,Stage 2,,Cosmos Holofoil,,-
Probopass,Blister Pack Exclusives,4,Metal,90,Stage 1,,Cosmos Holofoil,,-
Lugia,Blister Pack Exclusives,2,Psychic,80,Basic,,Cosmos Holofoil,,-
Ho-Oh,Blister Pack Exclusives,1,Fire,80,Basic,,Cosmos Holofoil,,-
Zangoose (Delta Species),Blister Pack Exclusives,15,Metal,70,Basic,,Mirror Holofoil,,-
Pelipper (Delta Species,Blister Pack Exclusives,14,Lightning,70,Stage 1,,Mirror Holofoil,,-
Mew (Delta Species),Blister Pack Exclusives,3,Fire,60,Basic,,Cosmos Holofoil,,-
Pikachu,Blister Pack Exclusives,12,Lightning,50,Basic,,Cosmos Holofoil,,-
Gible,Blister Pack Exclusives,7,Colorless,50,Basic,,Cosmos Holofoil,,-
Pikachu,Blister Pack Exclusives,9,Lightning,50,Basic,,Cosmos Holofoil,,-
Latias,Blister Pack Exclusives,9,Dragon,100,Basic,,Stamped Holofoil,,-
Latios,Blister Pack Exclusives,10,Dragon,100,Basic,,Stamped Holofoil,,-
Rayquaza,Blister Pack Exclusives,11,Dragon,120,Basic,,Stamped Holofoil,,-
Haxorus,Blister Pack Exclusives,16,Dragon,140,Stage 2,,Stamped Holofoil,,-
Druddigon,Blister Pack Exclusives,17,Dragon,110,Basic,,Stamped Holofoil,,-
Excadrill,Blister Pack Exclusives,56,Water,110,Stage 1,,Cosmos Holofoil,,-
Scolipede,Blister Pack Exclusives,54,Psychic,150,Stage 2,,Cracked Ice Holofoil,,-
Chandelure,Blister Pack Exclusives,20,Fire,120,Stage 2,,Cracked Ice Holofoil,,-
Flareon,Blister Pack Exclusives,2,Fire,70,Stage 1,,Cosmos Holofoil,,-
Jolteon,Blister Pack Exclusives,3,Lightning,70,Stage 1,,Cosmos Holofoil,,-
Vaporeon,Blister Pack Exclusives,6,Water,70,Stage 1,,Cosmos Holofoil,,-
Pidgeot,Blister Pack Exclusives,2,Colorless,80,Stage 2,,Cosmos Holofoil,,-
Tauros,Blister Pack Exclusives,5,Colorless,70,Basic,,Cosmos Holofoil,,-
Plusle,Blister Pack Exclusives,5,Lightning,50,Basic,,Cosmos Holofoil,,-
Minun,Blister Pack Exclusives,4,Lightning,50,Basic,,Cosmos Holofoil,,-
Pikachu,Blister Pack Exclusives,13,Lightning,50,Basic,,Cosmos Holofoil,,-
Venusaur,Blister Pack Exclusives,6,Grass,120,Stage 2,,Cosmos Holofoil,,-
Rayquaza,Blister Pack Exclusives,3,Colorless,80,Basic,,Cosmos Holofoil,,-
Blaziken,Blister Pack Exclusives,1,Fire,110,Stage 2,,Cosmos Holofoil,,-
Metagross,Blister Pack Exclusives,2,Metal,100,Stage 2,,Cosmos Holofoil,,-
Deoxys (Delta Species),Blister Pack Exclusives,2,Colorless,70,Basic,,Cosmos Holofoil,,-
Mew,Blister Pack Exclusives,4,Psychic,70,Basic,,Cosmos Holofoil,,-
Wobbuffett,Blister Pack Exclusives,16,Psychic,80,Basic,,Cosmos Holofoil,,-
Sceptile,Blister Pack Exclusives,4,Grass,100,Stage 2,,Cosmos Holofoil,,-
Swampert,Blister Pack Exclusives,5,Water,100,Stage 2,,Cosmos Holofoil,,-
Combusken,Blister Pack Exclusives,6,Fire,70,Stage 1,,Cosmos Holofoil,,-
Mudkip,Blister Pack Exclusives,11,Water,50,Basic,,Cosmos Holofoil,,-
Machamp,Blister Pack Exclusives,49,Fighting,150,Stage 2,,Cosmos Holofoil,,-
Haxorus,Blister Pack Exclusives,69,Dragon,140,Stage 2,,Cosmos Holofoil,,-
Zoroark,Blister Pack Exclusives,90,Darkness,100,Stage 1,,Cosmos Holofoil,,-
Serperior,Blister Pack Exclusives,13,Grass,140,Stage 2,,Cosmos Holofoil,,-
Emboar,Blister Pack Exclusives,26,Fire,150,Stage 2,,Cosmos Holofoil,,-
Samurott,Blister Pack Exclusives,41,Water,140,Stage 2,,Cosmos Holofoil,,-
Electivire,Blister Pack Exclusives,54,Lightning,120,Stage 1,,Cosmos Holofoil,,-
Dusknoir,Blister Pack Exclusives,63,Psychic,130,Stage 2,,Cosmos Holofoil,,-
Scizor,Blister Pack Exclusives,94,Metal,120,Stage 1,,Cosmos Holofoil,,-
Gallade,Blister Pack Exclusives,2,Fighting,130,Stage 2,,Cosmos Holofoil,,-
Goodra,Blister Pack Exclusives,77,Dragon,140,Stage 2,,Cosmos Holofoil,,-
Riolu,Blister Pack Exclusives,8,Fighting,60,Basic,,Cosmos Holofoil,,-
Entei,Blister Pack Exclusives,1,Fire,70,Basic,,Cosmos Holofoil,,-
Raikou,Blister Pack Exclusives,3,Lightning,70,Basic,,Cosmos Holofoil,,-
Suicune,Blister Pack Exclusives,4,Water,70,Basic,,Cosmos Holofoil,,-
Ampharos,Blister Pack Exclusives,40,Lightning,140,Stage 2,,Cosmos Holofoil,,-
Aggron,Blister Pack Exclusives,80,Metal,140,Stage 2,,Cosmos Holofoil,,-
Latias,Blister Pack Exclusives,3,Colorless,80,Basic,,Cosmos Holofoil,,-
Latios,Blister Pack Exclusives,4,Colorless,90,Basic,,Cosmos Holofoil,,-
Mothim,Blister Pack Exclusives,5,Grass,80,Stage 1,,Cosmos Holofoil,,-
Manaphy,Blister Pack Exclusives,3,Water,70,Basic,,Cosmos Holofoil,,-
Bronzor,Blister Pack Exclusives,74,Metal,50,Basic,,Mirror Reverse Holofoil,,-
Croagunk,Blister Pack Exclusives,78,Psychic,60,Basic,,Mirror Reverse Holofoil,,-
Finneon,Blister Pack Exclusives,83,Water,50,Basic,,Mirror Reverse Holofoil,,-
Snover,Blister Pack Exclusives,101,Grass,60,Basic,,Mirror Reverse Holofoil,,-
Zoroark,Blister Pack Exclusives,71,Darkness,100,Stage 1,,Cracked Ice Holofoil,,-
Klink,Blister Pack Exclusives,74,Metal,60,Basic,,Cracked Ice Holofoil,,-
Klang,Blister Pack Exclusives,75,Metal,80,Stage 1,,Cracked Ice Holofoil,,-
Klinklang,Blister Pack Exclusives,76,Metal,140,Stage 2,,Cracked Ice Holofoil,,-
Beartic,Blister Pack Exclusives,30,Water,130,Stage 1,,Cracked Ice Holofoil,,-
Roggenrola,Blister Pack Exclusives,49,Fighting,60,Basic,,Cracked Ice Holofoil,,-
Boldore,Blister Pack Exclusives,51,Fighting,90,Stage 1,,Cracked Ice Holofoil,,-
Gigalith,Blister Pack Exclusives,53,Fighting,140,Stage 2,,Cracked Ice Holofoil,,-
Talonflame,Blister Pack Exclusives,28,Fire,130,Stage 1,,Cosmos Holofoil,,-
Blaziken,Blister Pack Exclusives,17,Fire,140,Stage 2,,Cosmos Holofoil,,-
Krookodile,Blister Pack Exclusives,66,Darkness,150,Stage 2,,Cosmos Holofoil,,-
Moltres,Blister Pack Exclusives,14,Fire,120,Basic,,Cosmos Holofoil,,-
Wigglytuff,Blister Pack Exclusives,79,Colorless,90,Stage 1,,Cosmos Holofoil,,-
Wigglytuff,Blister Pack Exclusives,79,Colorless,90,Stage 1,,Smooth Cosmos Holofoil,,-
Heatran,Blister Pack Exclusives,1,Fire,100,Basic,,Cosmos Holofoil,,-
Rhyperior,Blister Pack Exclusives,62,Fighting,160,Stage 2,,Cosmos Holofoil,,-
Zoroark,Blister Pack Exclusives,73,Darkness,100,Stage 1,,Cosmos Holofoil,,-
Furfrou,Blister Pack Exclusives,114,Colorless,90,Basic,,Cosmos Holofoil,,-
Rotom,Blister Pack Exclusives,5,Lightning,70,Basic,,Cracked Ice Holofoil,,-
Breloom,Blister Pack Exclusives,45,Grass,100,Stage 1,,Mirror Reverse Holofoil,,-
Flaaffy,Blister Pack Exclusives,50,Lightning,80,Stage 1,,Mirror Reverse Holofoil,,-
Quagsire,Blister Pack Exclusives,60,Water,90,Stage 1,,Mirror Reverse Holofoil,,-
Wartortle,Blister Pack Exclusives,75,Water,80,Stage 1,,Mirror Reverse Holofoil,,-
Bulbasaur,Blister Pack Exclusives,77,Grass,60,Basic,,Mirror Reverse Holofoil,,-
Carvanha,Blister Pack Exclusives,81,Darkness,50,Basic,,Mirror Reverse Holofoil,,-
Charmander,Blister Pack Exclusives,82,Fire,50,Basic,,Mirror Reverse Holofoil,,-
Shellos East Sea,Blister Pack Exclusives,106,Water,60,Basic,,Mirror Reverse Holofoil,,-
Shellos West Sea,Blister Pack Exclusives,107,Water,60,Basic,,Mirror Reverse Holofoil,,-
Squirtle,Blister Pack Exclusives,112,Water,50,Basic,,Mirror Reverse Holofoil,,-
Turtwig,Blister Pack Exclusives,103,Grass,60,Basic,,Cosmos Holofoil,,-
Chimchar,Blister Pack Exclusives,76,Fire,50,Basic,,Cosmos Holofoil,,-
Piplup,Blister Pack Exclusives,93,Water,60,Basic,,Cosmos Holofoil,,-
Ninetales,Blister Pack Exclusives,7,Fire,90,Stage 1,,Cracked Ice Holofoil,,-
Xatu,Blister Pack Exclusives,11,Psychic,90,Stage 1,,Cracked Ice Holofoil,,-
Gliscor,Blister Pack Exclusives,4,Fighting,90,Stage 1,,Cracked Ice Holofoil,,-
Turtwig,Blister Pack Exclusives,17,Grass,60,Basic,,Cosmos Holofoil,,-
Chimchar,Blister Pack Exclusives,14,Fire,50,Basic,,Cosmos Holofoil,,-
Piplup,Blister Pack Exclusives,15,Water,60,Basic,,Cosmos Holofoil,,-
Manaphy,Blister Pack Exclusives,2,Water,70,Basic,,Cosmos Holofoil,,-
Regigigas,Blister Pack Exclusives,4,Colorless,100,Basic,,Cosmos Holofoil,,-
Raichu,Blister Pack Exclusives,3,Lightning,90,Stage 1,,Cracked Ice Reverse Holofoil,,-
Venusaur,Blister Pack Exclusives,3,Grass,140,Stage 2,,Cosmos Holofoil,,-
Gyarados,Blister Pack Exclusives,24,Water,130,Stage 1,,Cosmos Holofoil,,-
Garchomp,Blister Pack Exclusives,91,Dragon,140,Stage 2,,Cosmos Holofoil,,-
Hydreigon,Blister Pack Exclusives,98,Dragon,150,Stage 2,,Cosmos Holofoil,,-
Charizard,Blister Pack Exclusives,20,Fire,160,Stage 2,,Cosmos Holofoil,,-
Gallade,Blister Pack Exclusives,61,Psychic,140,Stage 2,,Cosmos Holofoil,,-
Dragonite,Blister Pack Exclusives,83,Dragon,150,Stage 2,,Cosmos Holofoil,,-
Blastoise,Blister Pack Exclusives,16,Water,140,Stage 2,,Cosmos Holofoil,,-
Dragonite,Blister Pack Exclusives,5,Dragon,150,Stage 2,,Cosmos Holofoil,,-
Salamence,Blister Pack Exclusives,8,Dragon,140,Stage 2,,Cosmos Holofoil,,-
Pyroar,Blister Pack Exclusives,12,Fire,110,Stage 1,,Cosmos Holofoil,,-
Gengar Spirit Link,Blister Pack Exclusives,95,Trainer,,Item,,Sheen Holofoil,,-
Feraligatr,Blister Pack Exclusives,17,Water,150,Stage 2,,Cosmos Holofoil,,-
Typhlosion,Blister Pack Exclusives,20,Fire,150,Stage 2,,Cosmos Holofoil,,-
Meganium,Blister Pack Exclusives,3,Grass,150,Stage 2,,Cosmos Holofoil,,-
Yveltal,Blister Pack Exclusives,94,Darkness,130,Basic,,Cosmos Holofoil,,-
Xerneas,Blister Pack Exclusives,107,Fairy,120,Basic,,Cosmos Holofoil,,-
Entei,Blister Pack Exclusives,14,Fire,120,Basic,,Cosmos Holofoil,,-
Raikou,Blister Pack Exclusives,55,Lightning,120,Basic,,Cosmos Holofoil,,-
Suicune,Blister Pack Exclusives,30,Water,120,Basic,,Cosmos Holofoil,,-
Crobat,Blister Pack Exclusives,56,Psychic,130,Stage 2,,Cosmos Holofoil,,-
Alolan Persian,Blister Pack Exclusives,79,Darkness,90,Stage 1,,Cosmos Holofoil,,-
Gigalith,Blister Pack Exclusives,71,Fighting,160,Stage 2,,Cosmos Holofoil,,-
Sharpedo,Blister Pack Exclusives,82,Darkness,110,Stage 1,,Cosmos Holofoil,,-
Regice,Blister Pack Exclusives,28,Water,130,Basic,,Cosmos Holofoil,,-
Regirock,Blister Pack Exclusives,53,Fighting,130,Basic,,Cosmos Holofoil,,-
Registeel,Blister Pack Exclusives,68,Metal,130,Basic,,Cosmos Holofoil,,-
Gardevoir,Blister Pack Exclusives,54,Psychic,130,Stage 2,,Cosmos Holofoil,,-
Gallade,Blister Pack Exclusives,84,Fighting,150,Stage 2,,Cosmos Holofoil,,-
Alolan Muk,Blister Pack Exclusives,58,Psychic,120,Stage 1,,Cosmos Holofoil,,-
Alolan Dugtrio,Blister Pack Exclusives,87,Metal,100,Stage 1,,Cosmos Holofoil,,-
Alolan Golem,Blister Pack Exclusives,42,Lightning,160,Stage 2,,Cosmos Holofoil,,-
Gyarados,Blister Pack Exclusives,33,Water,150,Stage 1,,Cosmos Holofoil,,-
Raichu,Blister Pack Exclusives,41,Lightning,110,Stage 1,,Cosmos Holofoil,,-
Wailord,Blister Pack Exclusives,40,Water,220,Stage 1,,Cosmos Holofoil,,-
Steelix,Blister Pack Exclusives,125,Metal,180,Stage 1,,Cosmos Holofoil,,-
Giratina,Blister Pack Exclusives,97,Psychic,130,Basic,,Cosmos Holofoil,,-
Espeon,Blister Pack Exclusives,89,Psychic,90,Stage 1,,Cosmos Holofoil,,-
Umbreon,Blister Pack Exclusives,120,Darkness,110,Stage 1,,Cosmos Holofoil,,-
Arcanine,Blister Pack Exclusives,22,Fire,140,Stage 1,,Cosmos Holofoil,,-
Melmetal,Blister Pack Exclusives,129,Metal,150,Stage 1,,Cosmos Holofoil,,-
Golisopod,Blister Pack Exclusives,51,Water,140,Stage 1,,Cosmos Holofoil,,-
Silvally,Blister Pack Exclusives,184,Colorless,130,Stage 1,,Cosmos Holofoil,,-
Dragonite,Blister Pack Exclusives,96,Dragon,160,Stage 2,,Cosmos Holofoil,,-
Machamp,Blister Pack Exclusives,65,Fighting,160,Stage 2,,Cosmos Holofoil,,-
Snorlax,Blister Pack Exclusives,140,Colorless,150,Basic,,Cosmos Holofoil,,-
Applin,Blister Pack Exclusives,20,Grass,40,Basic,,Cosmos Holofoil,,-
Tornadus,Blister Pack Exclusives,142,Colorless,120,Basic,,Cosmos Holofoil,,-
Thundurus,Blister Pack Exclusives,52,Lightning,120,Basic,,Cosmos Holofoil,,-
Landorus,Blister Pack Exclusives,148,Fighting,120,Basic,,Cosmos Holofoil,,-
Galarian Articuno,Blister Pack Exclusives,63,Psychic,120,Basic,,Cosmos Holofoil,,-
Galarian Zapdos,Blister Pack Exclusives,82,Fighting,110,Basic,,Cosmos Holofoil,,-
Galarian Moltres,Blister Pack Exclusives,93,Darkness,120,Basic,,Cosmos Holofoil,,-
Zapdos,Blister Pack Exclusives,48,Lightning,110,Basic,,Cosmos Holofoil,,-
Moltres,Blister Pack Exclusives,21,Fire,120,Basic,,Cosmos Holofoil,,-
Articuno,Blister Pack Exclusives,36,Water,110,Basic,,Cosmos Holofoil,,-
Arboliva,Blister Pack Exclusives,23,Grass,150,Stage 2,,Line Holofoil,,-
Armarouge,Blister Pack Exclusives,41,Fire,130,Stage 1,,Line Holofoil,,-
Dondozo,Blister Pack Exclusives,61,Water,160,Basic,,Line Holofoil,,-
Pawmot,Blister Pack Exclusives,76,Lightning,130,Stage 2,,Line Holofoil,,-
Ceruledge,Blister Pack Exclusives,98,Psychic,140,Stage 1,,Cosmos Holofoil,,-
Tinkaton,Blister Pack Exclusives,105,Psychic,140,Stage 2,,Cosmos Holofoil,,-
Glimmora,Blister Pack Exclusives,126,Fighting,130,Stage 1,,Cosmos Holofoil,,-
Hydreigon,Blister Pack Exclusives,140,Darkness,180,Stage 2,,Cosmos Holofoil,,-
Baxcalibur,Blister Pack Exclusives,60,Water,160,Stage 2,,Cosmos Holofoil,,-
Scovillain,Blister Pack Exclusives,25,Grass,110,Stage 1,,Cosmos Holofoil,,-
Palafin,Blister Pack Exclusives,62,Water,150,Stage 1,,Cosmos Holofoil,,-
Togekiss,Blister Pack Exclusives,85,Psychic,150,Stage 2,,Cosmos Holofoil,,-
Garganacl,Blister Pack Exclusives,60,Fighting,180,Stage 2,,Cosmos Holofoil,,-
Kingdra,Blister Pack Exclusives,32,Water,150,Stage 2,,Cosmos Holofoil,,-
Porygon-Z,Blister Pack Exclusives,144,Colorless,150,Stage 2,,Cosmos Holofoil,,-
Lokix,Blister Pack Exclusives,122,Darkness,120,Stage 1,,Cosmos Holofoil,,-
Steelix,Blister Pack Exclusives,125,Metal,180,Stage 1,,Cosmos Holofoil,,-
Espathra,Blister Pack Exclusives,81,Psychic,120,Stage 1,,Cosmos Holofoil,,-
Palkia,Blister Pack Exclusives,40,Water,130,Basic,,Cosmos Holofoil,,-
Zekrom,Blister Pack Exclusives,66,Lightning,130,Basic,,Cosmos Holofoil,,-
Latios,Blister Pack Exclusives,73,Psychic,110,Basic,,Cosmos Holofoil,,-
Chandelure,Blister Pack Exclusives,38,Fire,130,Stage 2,,Cosmos Holofoil,,-
Alakazam,Blister Pack Exclusives,82,Psychic,140,Stage 2,,Cosmos Holofoil,,-
Mega Lucario-EX,Alternative Art,55a,Fighting,220,Mega,,,,-
